Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
259,Partantyl,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,village,1294,398.42,189.64,42.92,-86.9,118,4°C,Reykjavik (Iceland),,,,walls,,,,{t1:gules;division:{division:perFess;t:argent;line:invecked};charges:[{charge:headWreathed;t:or;p:k;t2:or;t3:or;size:0.7};{charge:crossMaltese;t:vert;p:n;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1294&name=Partantyl&seed=7742447050259&width=1400&height=683&style=snow&tags=river%2Cisolated%2Cno+square%2Cpalisade%2Cdense
260,Sala,,,Quaspia,Quaspia,Quaspian,Soumi Shamanism,town,4651,1368.23,207.96,40.11,61.84,1447,3°C,Tromsø (Norway),,,,,,,,{t1:argent;division:{division:perCross;t:gules;line:angled};charges:[{charge:grapeBunch;t:azure;p:e;t2:purpure;t3:sable;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Sala&population=4651&size=23&seed=7742447050260&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
261,Bariami's Ha,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,village,1728,289.15,231.87,36.44,-103.65,1312,6°C,Stockholm (Sweden),,,,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:purpure;line:engrailed}];charges:[{charge:mulletFaceted;t:purpure;p:bdf;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1728&name=Bariami%27s+Ha&seed=7742447050261&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
262,Paga-Yitri,,,Quaspia,Quaspia,Quaspian,Soumi Shamanism,town,2036,1496.97,232.41,36.36,81.59,2953,3°C,Tromsø (Norway),,,,,,,,{t1:argent;division:{division:perPale;t:sable;line:straight};charges:[{charge:mallet;t:gules;p:e;t2:gules;divided:field;size:1.5};{charge:sextifoil;t:argent;p:e;divided:division;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Paga-Yitri&population=2036&size=17&seed=7742447050262&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
263,Easthorgad,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,3641,374.74,244.49,34.51,-90.53,472,10°C,London (England),,,,,,,,{t1:or;charges:[{charge:cavalier;t:vert;p:e;t2:vert;t3:gules;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Easthorgad&population=3641&size=21&seed=7742447050263&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
264,York Kolania,,,Bakuna,Bakuna's Territories,Crown,Shwazen Beliefs,town,5655,177.91,268.06,30.89,-120.71,266,11°C,Antwerp (Belgium),,,,,,,,{t1:purpure;ordinaries:[{ordinary:cross;t:or;line:straight}];charges:[{charge:millstone;t:argent;p:acgi;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=York+Kolania&population=5655&size=25&seed=7742447050264&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
265,Nin'styrpe,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,9732,489.17,271.66,30.34,-72.98,2218,11°C,Antwerp (Belgium),,,,,,,,{t1:azure;charges:[{charge:annulet;t:argent;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Nin%27styrpe&population=9732&size=31&seed=7742447050265&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
266,Thale,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,2009,454.23,290.22,27.49,-78.34,328,16°C,Dubrovnik (Croatia),,port,,walls,,,,{t1:or;charges:[{charge:lymphad;t:azure;p:e;t2:azure;t3:vert;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Thale&population=2009&size=17&seed=7742447050266&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
267,Izantahelska,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,village,1199,763.33,286.62,28.05,-30.93,30,17°C,Lisbon (Portugal),,,,,,,,{t1:gules;division:{division:perCross;t:argent;line:invecked};charges:[{charge:helmetGreat;t:or;p:jo;size:0.7}];shield:heater},https://watabou.github.io/village-generator/?pop=1199&name=Izantahelska&seed=7742447050267&width=1400&height=683&style=default&tags=estuary%2Cdead+end%2Cno+square%2Cdense
268,Gladen,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,10394,1300.6,287.49,27.91,51.47,1312,14°C,Washington (D.C.),,,,,,,,{t1:argent;division:{division:gyronny;t:azure};ordinaries:[{ordinary:pileInBendSinister;t:vert;divided:counter}];shield:heater},https://watabou.github.io/city-generator/?name=Gladen&population=10394&size=31&seed=7742447050268&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
269,Lolamala,,,Bakuna,Bakuna's Territories,Bakuna,Shwazen Beliefs,town,5567,26.04,304.12,25.36,-144.01,13,19°C,Marrakesh (Morocco),,,citadel,,,,,{t1:argent;division:{division:perFess;t:gules;line:straight};charges:[{charge:cock;t:sable;p:e;t2:sable;t3:sable;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lolamala&population=5567&size=25&seed=7742447050269&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
270,Vaszstyrgad,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,No religion,village,1473,1023.78,301.67,25.74,9.01,52,19°C,Marrakesh (Morocco),,,,,,,,{t1:purpure;division:{division:perCross;t:argent;line:indented};charges:[{charge:mullet7;t:or;p:j;size:0.6};{charge:crossLatin;t:vert;p:l;size:0.6};{charge:cowHorns;t:sable;p:m;size:0.6};{charge:raft;t:argent;p:o;size:0.6}];shield:heater},https://watabou.github.io/village-generator/?pop=1473&name=Vaszstyrgad&seed=7742447050270&width=1400&height=683&style=default&tags=dead+end%2Cfarmland%2Cno+square%2Cdense
271,Yorgastyr,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,8288,1559.23,369.79,15.29,91.14,554,26°C,Jakarta (Indonesia),,,,,,,,{t1:argent;division:{division:perChevron;t:gules;line:straight};charges:[{charge:anchor;t:purpure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Yorgastyr&population=8288&size=29&seed=7742447050271&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
272,Thaontiagasz,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,3250,1150.87,397.52,11.04,28.51,1312,25°C,Miami (USA),,,,,,,,{t1:argent;charges:[{charge:frog;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Thaontiagasz&population=3250&size=20&seed=7742447050272&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
273,Bitafika,,,Bakuna,Bakuna's Territories,Bakuna,Shwazen Beliefs,village,1142,323.77,420.89,7.45,-98.34,2218,24°C,Dakar (Senegal),,,,,,,,{t1:azure;charges:[{charge:bridge;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1142&name=Bitafika&seed=7742447050273&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
274,Aniagove,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5865,1733.41,458.18,1.74,117.85,13,29°C,Niamey (Niger),,port,,,,,,{t1:argent;charges:[{charge:escallop;t:azure;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Aniagove&population=5865&size=25&seed=7742447050274&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.6
275,Sogohal,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,town,3143,133.12,473.69,-0.64,-127.58,328,28°C,Bangkok (Thailand),,,,,,,,{t1:argent;ordinaries:[{ordinary:fessCotissed;t:vert;line:indented}];charges:[{charge:lionRampant;t:or;p:def;t2:gules;t3:gules;size:0.5;sinister:1}];shield:heater},https://watabou.github.io/city-generator/?name=Sogohal&population=3143&size=20&seed=7742447050275&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
276,Szals Demu,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,4545,587.15,512.51,-6.6,-57.95,6644,15°C,Rome (Italy),,port,,,,,,{t1:argent;ordinaries:[{ordinary:pile;t:gules}];charges:[{charge:moonInCrescent;t:argent;p:b;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Szals+Demu&population=4545&size=23&seed=7742447050276&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
277,Ramud,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,21678,1733.66,516.16,-7.16,117.89,30,28°C,Bangkok (Thailand),,,,walls,,temple,shanty town,{t1:argent;ordinaries:[{ordinary:pale;t:azure;line:dentilly}];charges:[{charge:anchor;t:argent;p:b;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Ramud&population=21678&size=41&seed=7742447050277&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=1&walls=1&shantytown=1&style=natural
278,Quilgrad,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,2416,536.91,542.35,-11.17,-65.66,52,28°C,Bangkok (Thailand),,port,,,,,,{t1:vert;charges:[{charge:caravel;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Quilgrad&population=2416&size=18&seed=7742447050278&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.24
279,Bahoha,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,city,17913,106.39,548.52,-12.12,-131.68,13,28°C,Bangkok (Thailand),,,,walls,,,,{t1:azure;charges:[{charge:raft;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Bahoha&population=17913&size=39&seed=7742447050279&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
280,In's Intylti,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,8153,409.91,602.68,-20.42,-85.13,643,26°C,Jakarta (Indonesia),,,,,,,,{t1:argent;division:{division:perCross;t:gules;line:straight};charges:[{charge:scale;t:purpure;p:e;t2:purpure;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=In%27s+Intylti&population=8153&size=29&seed=7742447050280&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
281,Balistyr,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1483,1058.3,602.7,-20.43,14.31,13,27°C,Mogadishu (Somalia),,,,,,,,{t1:potentInPale-or-azure-small;charges:[{charge:anvil;t:gules;p:e;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1483&name=Balistyr&seed=7742447050281&width=1400&height=683&style=default&tags=isolated%2Cno+square%2Cdense
282,Polama,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,city,15522,200.81,630.07,-24.62,-117.2,30,23°C,Rio de Janeiro (Brazil),,port,citadel,walls,,,,{t1:azure;charges:[{charge:wolfStatant;t:or;p:jln;t2:argent;t3:or;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Polama&population=15522&size=37&seed=7742447050282&river=0&coast=1&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural&sea=0.85
283,Juagarory,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,7912,1698.81,647.24,-27.26,112.54,13,22°C,Guangzhou (China),,port,,,,,,{t1:or;charges:[{charge:plaice;t:purpure;p:jlh;t2:purpure;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Juagarory&population=7912&size=28&seed=7742447050283&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural&sea=1.29
284,Baremusel,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,5517,395.72,656.16,-28.63,-87.31,554,19°C,Marrakesh (Morocco),,,,,,,,{t1:barry-argent-purpure;division:{division:perCross;t:gules;line:straight};ordinaries:[{ordinary:fessCotissed;t:sable;line:straight}];shield:heater},https://watabou.github.io/city-generator/?name=Baremusel&population=5517&size=25&seed=7742447050284&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
285,Al's Holpen,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,4336,1060.94,649.09,-27.54,14.71,840,18°C,Barcelona (Spain),,,citadel,,,,,{t1:argent;charges:[{charge:drum;t:purpure;p:e;t2:purpure;t3:purpure;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Al%27s+Holpen&population=4336&size=23&seed=7742447050285&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
286,Hearpe,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,5961,1610.91,648.8,-27.5,99.06,82,20°C,Alexandria (Egypt),,,,,,,,{t1:or;ordinaries:[{ordinary:fessCotissed;t:vert;line:bevilled}];charges:[{charge:crescent;t:or;p:def;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Hearpe&population=5961&size=25&seed=7742447050286&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
287,Drahels Gil,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,city,14457,516.52,669.36,-30.65,-68.78,472,15°C,Rome (Italy),,port,,,,,,{t1:argent;division:{division:chevronny;t:azure};charges:[{charge:shipWheel;t:vert;p:e;divided:counter;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Drahels+Gil&population=14457&size=36&seed=7742447050287&river=1&coast=1&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
288,Ebony Hall,,,Bakuna,Bakuna's Territories,Bakuna,Astellian Spirits,village,1080,260.93,674.44,-31.43,-107.98,82,15°C,Rome (Italy),,,citadel,,,,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:heart;t:gules;p:ABCDEFGHIJKL;size:0.18};{charge:crossSantiago;t:or;p:e;size:1.1}];shield:heater},https://watabou.github.io/village-generator/?pop=1080&name=Ebony+Hall&seed=7742447050288&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
289,Sas Grorun,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,village,1392,1257.32,681.07,-32.45,44.83,3153,9°C,Copenhagen (Denmark),,,citadel,,,,,{t1:argent;charges:[{charge:rustre;t:purpure;p:abc;size:0.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1392&name=Sas+Grorun&seed=7742447050289&width=1400&height=683&style=default&tags=river%2Chighway%2Cfarmland%2Cno+square%2Cdense
290,Bola,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Astellian Spirits,town,2136,494.27,691.35,-34.02,-72.19,1184,12°C,Paris (France),,,,,,,,{t1:gules;charges:[{charge:scorpion;t:or;p:e;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Bola&population=2136&size=17&seed=7742447050290&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
291,Entyl,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,9316,1135.38,691.41,-34.03,26.13,643,13°C,Milan (Italy),,,,walls,,,,{t1:argent;charges:[{charge:wolfHeadErased;t:sable;p:e;t2:sable;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Entyl&population=9316&size=30&seed=7742447050291&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
292,Cisherd,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,6887,1610.45,690.36,-33.87,98.99,52,14°C,Washington (D.C.),,,,,,,,{t1:argent;charges:[{charge:lionRampant;t:azure;p:e;t2:azure;t3:azure;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=Cisherd&population=6887&size=27&seed=7742447050292&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
293,Lolariamarit,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,city,13750,1297.58,716.53,-37.88,51.01,2953,4°C,Reykjavik (Iceland),,,,,,,,{t1:or;ordinaries:[{ordinary:fessCotissed;t:gules;line:straight}];charges:[{charge:carreau;t:or;p:def;size:0.5}];shield:heater},https://watabou.github.io/city-generator/?name=Lolariamarit&population=13750&size=35&seed=7742447050293&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
294,Dap's Bay,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,2725,1253.37,739.33,-41.38,44.23,948,6°C,Stockholm (Sweden),,,,,,,,{t1:chequy-gules-argent;division:{division:perPile;t:or;line:straight};ordinaries:[{ordinary:pall;t:vert}];shield:heater},https://watabou.github.io/city-generator/?name=Dap%27s+Bay&population=2725&size=19&seed=7742447050294&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
295,Te Kep,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,2309,1138.79,750,-43.02,26.65,82,6°C,Stockholm (Sweden),,port,citadel,,,,,{t1:vert;ordinaries:[{ordinary:bar;t:argent;line:arched}];charges:[{charge:bee;t:gules;p:def;t2:gules;t3:gules;size:0.3}];shield:heater},https://watabou.github.io/city-generator/?name=Te+Kep&population=2309&size=18&seed=7742447050295&river=1&coast=1&farms=1&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
296,Bagil Quar,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,Soumi Shamanism,town,7883,1523.53,748.09,-42.72,85.66,118,6°C,Stockholm (Sweden),,,,,,,,{t1:azure;ordinaries:[{ordinary:pall;t:or}];charges:[{charge:horseHeadCouped;t:or;p:BCKFEILGJbdmfo;size:0.18}];shield:heater},https://watabou.github.io/city-generator/?name=Bagil+Quar&population=7883&size=28&seed=7742447050296&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
297,Hoden Gil,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,11036,571.05,199.94,41.34,-60.42,554,3°C,Tromsø (Norway),,,,walls,,,,{t1:pally-or-azure;division:{division:perBend;t:gules;line:straight};ordinaries:[{ordinary:orle;t:sable}];shield:heater},https://watabou.github.io/city-generator/?name=Hoden+Gil&population=11036&size=32&seed=7742447050297&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
298,San,WCP,Western Crown Provinces,Crown,Crown Provines,Crown,Shwazen Beliefs,town,4072,366.96,202.73,40.91,-91.72,472,5°C,Harbin (China),,,citadel,,,,,{t1:argent;charges:[{charge:scale;t:azure;p:e;t2:gules;size:1.5}];shield:heater},https://watabou.github.io/city-generator/?name=San&population=4072&size=22&seed=7742447050298&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
299,Vua-Ta,ECP,Eastern Crown Provines,Crown,Crown Provines,Quaspian,Soumi Shamanism,town,8960,1203.92,208.33,40.05,36.64,210,6°C,Stockholm (Sweden),,,,,,,,{t1:sable;division:{division:perPale;t:or;line:wavy};charges:[{charge:tower;t:argent;p:p;t2:argent;size:0.7};{charge:horseRampant;t:gules;p:q;size:0.7}];shield:heater},https://watabou.github.io/city-generator/?name=Vua-Ta&population=8960&size=30&seed=7742447050299&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
300,Voud'ska,ECP,Eastern Crown Provines,Crown,Crown Provines,Crown,No religion,village,1628,1685.9,233.82,36.14,110.56,52,7°C,Montreal (Canada),,port,,,,,,{t1:maily-argent-gules;division:{division:gyronny;t:azure};charges:[{charge:plaice;t:purpure;p:e;t2:purpure;size:1.5}];shield:heater},https://watabou.github.io/village-generator/?pop=1628&name=Voud%27ska&seed=7742447050300&width=1600&height=780&style=default&tags=coast%2Chighway%2Cno+square%2Cdense
